. Semoga kedepan.ny semakin berkembang	5	positif	id	semoga kedepanny semakin berkembang	['semoga', 'kedepanny', 'semakin', 'berkembang']	['semoga', 'kedepannya', 'semakin', 'berkembang']	['semoga', 'kedepannya', 'berkembang']	['moga', 'depan', 'kembang']
Aplikasi aneh minta otp dr email pindah halaman aja langsung balik lagi ke login bener bener mempersulit, itu aja baru daftar ga bisa bisa masuk terus login aja baru masuk masih harus isi otp lagi dan malah balik ke halaman awal payahh ga bisa mempermudah pengguna atau masyarakat yg gaptek harus ini itu di siapin kalo emang belum Mateng aplikasinya ga usah lah di publish dulu apalagi sdmnya. Kalo emang mikirnya cuan doang ya gini suruh masyarakat download aplikasi ga maksimal bekerja 100%	1	negatif	id	aplikasi aneh minta otp dr email pindah halaman aja langsung balik lagi ke login bener bener mempersulit itu aja baru daftar ga bisa bisa masuk terus login aja baru masuk masih harus isi otp lagi dan malah balik ke halaman awal payahh ga bisa mempermudah pengguna atau masyarakat yg gaptek harus ini itu di siapin kalo emang belum mateng aplikasinya ga usah lah di publish dulu apalagi sdmnya kalo emang mikirnya cuan doang ya gini suruh masyarakat download aplikasi ga maksimal bekerja	['aplikasi', 'aneh', 'minta', 'otp', 'dr', 'email', 'pindah', 'halaman', 'aja', 'langsung', 'balik', 'lagi', 'ke', 'login', 'bener', 'bener', 'mempersulit', 'itu', 'aja', 'baru', 'daftar', 'ga', 'bisa', 'bisa', 'masuk', 'terus', 'login', 'aja', 'baru', 'masuk', 'masih', 'harus', 'isi', 'otp', 'lagi', 'dan', 'malah', 'balik', 'ke', 'halaman', 'awal', 'payahh', 'ga', 'bisa', 'mempermudah', 'pengguna', 'atau', 'masyarakat', 'yg', 'gaptek', 'harus', 'ini', 'itu', 'di', 'siapin', 'kalo', 'emang', 'belum', 'mateng', 'aplikasinya', 'ga', 'usah', 'lah', 'di', 'publish', 'dulu', 'apalagi', 'sdmnya', 'kalo', 'emang', 'mikirnya', 'cuan', 'doang', 'ya', 'gini', 'suruh', 'masyarakat', 'download', 'aplikasi', 'ga', 'maksimal', 'bekerja']	['aplikasi', 'aneh', 'meminta', 'otp', 'dari', 'email', 'pindah', 'halaman', 'saja', 'langsung', 'balik', 'lagi', 'ke', 'login', 'benar', 'benar', 'mempersulit', 'itu', 'saja', 'baru', 'daftar', 'enggak', 'bisa', 'bisa', 'masuk', 'terus', 'login', 'saja', 'baru', 'masuk', 'masih', 'harus', 'isi', 'otp', 'lagi', 'dan', 'malah', 'balik', 'ke', 'halaman', 'awal', 'payah', 'enggak', 'bisa', 'mempermudah', 'pengguna', 'atau', 'masyarakat', 'yang', 'gaptek', 'harus', 'ini', 'itu', 'di', 'siapin', 'kalo', 'memang', 'belum', 'mateng', 'aplikasinya', 'enggak', 'usah', 'lah', 'di', 'publish', 'dulu', 'apalagi', 'sdmnya', 'kalo', 'memang', 'mikirnya', 'cuan', 'doang', 'ya', 'begini', 'suruh', 'masyarakat', 'download', 'aplikasi', 'enggak', 'maksimal', 'bekerja']	['aplikasi', 'aneh', 'otp', 'email', 'pindah', 'halaman', 'langsung', 'login', 'mempersulit', 'daftar', 'masuk', 'login', 'masuk', 'isi', 'otp', 'halaman', 'payah', 'mempermudah', 'pengguna', 'masyarakat', 'gaptek', 'siapin', 'mateng', 'aplikasinya', 'publish', 'sdmnya', 'mikirnya', 'cuan', 'doang', 'suruh', 'masyarakat', 'download', 'aplikasi', 'maksimal']	['aplikasi', 'aneh', 'otp', 'email', 'pindah', 'halaman', 'langsung', 'login', 'sulit', 'daftar', 'masuk', 'login', 'masuk', 'isi', 'otp', 'halaman', 'payah', 'mudah', 'guna', 'masyarakat', 'gaptek', 'siapin', 'mateng', 'aplikasi', 'publish', 'sdmnya', 'mikirnya', 'cuan', 'doang', 'suruh', 'masyarakat', 'download', 'aplikasi', 'maksimal']
Aplikasi aneh, salah ketik email. .con email bisa masuk, alhasil tidak bisa menerima barcode, it nya tolong d perbaiki, untuk menerima code kalo tidak bisa email kasih solusi pakai nomer hp terdaftar, apk kok ribet sekali	1	negatif	id	aplikasi aneh salah ketik email con email bisa masuk alhasil tidak bisa menerima barcode it nya tolong d perbaiki untuk menerima code kalo tidak bisa email kasih solusi pakai nomer hp terdaftar apk kok ribet sekali	['aplikasi', 'aneh', 'salah', 'ketik', 'email', 'con', 'email', 'bisa', 'masuk', 'alhasil', 'tidak', 'bisa', 'menerima', 'barcode', 'it', 'nya', 'tolong', 'd', 'perbaiki', 'untuk', 'menerima', 'code', 'kalo', 'tidak', 'bisa', 'email', 'kasih', 'solusi', 'pakai', 'nomer', 'hp', 'terdaftar', 'apk', 'kok', 'ribet', 'sekali']	['aplikasi', 'aneh', 'salah', 'ketik', 'email', 'con', 'email', 'bisa', 'masuk', 'alhasil', 'tidak', 'bisa', 'menerima', 'barcode', 'itu', 'nya', 'tolong', 'di', 'perbaiki', 'untuk', 'menerima', 'code', 'kalo', 'tidak', 'bisa', 'email', 'kasih', 'solusi', 'pakai', 'nomer', 'hp', 'terdaftar', 'aplikasi', 'kok', 'ribet', 'sekali']	['aplikasi', 'aneh', 'salah', 'ketik', 'email', 'con', 'email', 'masuk', 'alhasil', 'menerima', 'barcode', 'tolong', 'perbaiki', 'menerima', 'code', 'email', 'kasih', 'solusi', 'pakai', 'nomer', 'hp', 'terdaftar', 'aplikasi', 'ribet']	['aplikasi', 'aneh', 'salah', 'ketik', 'email', 'con', 'email', 'masuk', 'alhasil', 'terima', 'barcode', 'tolong', 'baik', 'terima', 'code', 'email', 'kasih', 'solusi', 'pakai', 'nomer', 'hp', 'daftar', 'aplikasi', 'ribet']
aplikasi anjing bangsat	1	negatif	id	aplikasi anjing bangsat	['aplikasi', 'anjing', 'bangsat']	['aplikasi', 'anjing', 'bangsat']	['aplikasi', 'anjing', 'bangsat']	['aplikasi', 'anjing', 'bangsat']
Aplikasi bagus tapi sebentar2 minta di update..	4	positif	id	aplikasi bagus tapi sebentar minta di update	['aplikasi', 'bagus', 'tapi', 'sebentar', 'minta', 'di', 'update']	['aplikasi', 'bagus', 'tapi', 'sebentar', 'meminta', 'di', 'update']	['aplikasi', 'bagus', 'sebentar', 'update']	['aplikasi', 'bagus', 'sebentar', 'update']
Aplikasi bejad bin laknat.. Menyengsarakan rakyat & umat	1	negatif	id	aplikasi bejad bin laknat menyengsarakan rakyat umat	['aplikasi', 'bejad', 'bin', 'laknat', 'menyengsarakan', 'rakyat', 'umat']	['aplikasi', 'bejad', 'bin', 'laknat', 'menyengsarakan', 'rakyat', 'umat']	['aplikasi', 'bejad', 'bin', 'laknat', 'menyengsarakan', 'rakyat', 'umat']	['aplikasi', 'bejad', 'bin', 'laknat', 'sengsara', 'rakyat', 'umat']
Aplikasi belum matang dan terlalu dipaksakan untuk terbit. Metode pembayaran kurang variatif, kirain seperti dompet digital. Tak taunya harus instal dompet digital lain. Terlalu banyak aplikasi yang diinstal sedangkan spek HP stagnan.	1	negatif	id	aplikasi belum matang dan terlalu dipaksakan untuk terbit metode pembayaran kurang variatif kirain seperti dompet digital tak taunya harus instal dompet digital lain terlalu banyak aplikasi yang diinstal sedangkan spek hp stagnan	['aplikasi', 'belum', 'matang', 'dan', 'terlalu', 'dipaksakan', 'untuk', 'terbit', 'metode', 'pembayaran', 'kurang', 'variatif', 'kirain', 'seperti', 'dompet', 'digital', 'tak', 'taunya', 'harus', 'instal', 'dompet', 'digital', 'lain', 'terlalu', 'banyak', 'aplikasi', 'yang', 'diinstal', 'sedangkan', 'spek', 'hp', 'stagnan']	['aplikasi', 'belum', 'matang', 'dan', 'terlalu', 'dipaksakan', 'untuk', 'terbit', 'metode', 'pembayaran', 'kurang', 'variatif', 'mengira', 'seperti', 'dompet', 'digital', 'tak', 'taunya', 'harus', 'install', 'dompet', 'digital', 'lain', 'terlalu', 'banyak', 'aplikasi', 'yang', 'diinstal', 'sedangkan', 'spek', 'hp', 'stagnan']	['aplikasi', 'matang', 'dipaksakan', 'terbit', 'metode', 'pembayaran', 'variatif', 'dompet', 'digital', 'taunya', 'install', 'dompet', 'digital', 'aplikasi', 'diinstal', 'spek', 'hp', 'stagnan']	['aplikasi', 'matang', 'paksa', 'terbit', 'metode', 'bayar', 'variatif', 'dompet', 'digital', 'tau', 'install', 'dompet', 'digital', 'aplikasi', 'diinstal', 'spek', 'hp', 'stagnan']
Aplikasi belum siap sudah di gembar gembor suruh download 1. Tiap masuk harus login ulang ,bikin lama bakal sepanjang apa antrian ny ,skarang saja sudah mengular 2. Buka lokasi charging station malah error' the geolocation servise failed ,padahal tdk ada masalah di maps ,hp dan sinyal 3. Katanya agar tepat sasaran ,nyata rakyat kecil banyak yg gx punya android ,dan gx faham cara pakai nya,bukan mempermudah malah mempersulit	1	negatif	id	aplikasi belum siap sudah di gembar gembor suruh download tiap masuk harus login ulang bikin lama bakal sepanjang apa antrian ny skarang saja sudah mengular buka lokasi charging station malah error the geolocation servise failed padahal tdk ada masalah di maps hp dan sinyal katanya agar tepat sasaran nyata rakyat kecil banyak yg gx punya android dan gx faham cara pakai nyabukan mempermudah malah mempersulit	['aplikasi', 'belum', 'siap', 'sudah', 'di', 'gembar', 'gembor', 'suruh', 'download', 'tiap', 'masuk', 'harus', 'login', 'ulang', 'bikin', 'lama', 'bakal', 'sepanjang', 'apa', 'antrian', 'ny', 'skarang', 'saja', 'sudah', 'mengular', 'buka', 'lokasi', 'charging', 'station', 'malah', 'error', 'the', 'geolocation', 'servise', 'failed', 'padahal', 'tdk', 'ada', 'masalah', 'di', 'maps', 'hp', 'dan', 'sinyal', 'katanya', 'agar', 'tepat', 'sasaran', 'nyata', 'rakyat', 'kecil', 'banyak', 'yg', 'gx', 'punya', 'android', 'dan', 'gx', 'faham', 'cara', 'pakai', 'nyabukan', 'mempermudah', 'malah', 'mempersulit']	['aplikasi', 'belum', 'siap', 'sudah', 'di', 'gembar', 'gembor', 'suruh', 'download', 'tiap', 'masuk', 'harus', 'login', 'ulang', 'bikin', 'lama', 'bakal', 'sepanjang', 'apa', 'antrian', 'nya', 'sekarang', 'saja', 'sudah', 'mengular', 'buka', 'lokasi', 'charging', 'station', 'malah', 'error', 'the', 'geolocation', 'servise', 'failed', 'padahal', 'tidak', 'ada', 'masalah', 'di', 'maps', 'hp', 'dan', 'sinyal', 'katanya', 'agar', 'tepat', 'sasaran', 'nyata', 'rakyat', 'kecil', 'banyak', 'yang', 'enggak', 'punya', 'android', 'dan', 'enggak', 'faham', 'cara', 'pakai', 'nyabukan', 'mempermudah', 'malah', 'mempersulit']	['aplikasi', 'gembar', 'gembor', 'suruh', 'download', 'masuk', 'login', 'ulang', 'antrian', 'mengular', 'buka', 'lokasi', 'charging', 'station', 'error', 'the', 'geolocation', 'servise', 'failed', 'maps', 'hp', 'sinyal', 'sasaran', 'nyata', 'rakyat', 'android', 'faham', 'pakai', 'nyabukan', 'mempermudah', 'mempersulit']	['aplikasi', 'gembar', 'gembor', 'suruh', 'download', 'masuk', 'login', 'ulang', 'antri', 'ular', 'buka', 'lokasi', 'charging', 'station', 'error', 'the', 'geolocation', 'servise', 'failed', 'maps', 'hp', 'sinyal', 'sasar', 'nyata', 'rakyat', 'android', 'faham', 'pakai', 'nyabukan', 'mudah', 'sulit']
Aplikasi belum siap, memalukan untuk sekelas pertamina !!	2	negatif	id	aplikasi belum siap memalukan untuk sekelas pertamina	['aplikasi', 'belum', 'siap', 'memalukan', 'untuk', 'sekelas', 'pertamina']	['aplikasi', 'belum', 'siap', 'memalukan', 'untuk', 'sekelas', 'pertamina']	['aplikasi', 'memalukan', 'sekelas', 'pertamina']	['aplikasi', 'malu', 'kelas', 'pertamina']
Aplikasi bodoh bikin orang susah	1	negatif	id	aplikasi bodoh bikin orang susah	['aplikasi', 'bodoh', 'bikin', 'orang', 'susah']	['aplikasi', 'bodoh', 'bikin', 'orang', 'susah']	['aplikasi', 'bodoh', 'orang', 'susah']	['aplikasi', 'bodoh', 'orang', 'susah']
"Aplikasi buruk untuk sekelas BUMN. tombol kembali tidak jelas. Malah kembali ke home dan harus login ulang. Bayangkan jika anda sedang mengisi data lalu anda kembali ke home. Apa gak naik tensi ? Sudah upload stnk berulang ulang kali. Namun data di tolak dengan alasan ""stnk tidak dapat terbaca"" alasan bodoh macam apa itu ? Anda sendiri yg membatasi besaran data 1mb. Lalu bagaimana bisa terbaca dengan jelas. Sedangkan klo ambil foto dari kamera sendiri dan upload file, besarannya 4mb. BODOH!"	1	negatif	id	aplikasi buruk untuk sekelas bumn tombol kembali tidak jelas malah kembali ke home dan harus login ulang bayangkan jika anda sedang mengisi data lalu anda kembali ke home apa gak naik tensi sudah upload stnk berulang ulang kali namun data di tolak dengan alasan stnk tidak dapat terbaca alasan bodoh macam apa itu anda sendiri yg membatasi besaran data mb lalu bagaimana bisa terbaca dengan jelas sedangkan klo ambil foto dari kamera sendiri dan upload file besarannya mb bodoh	['aplikasi', 'buruk', 'untuk', 'sekelas', 'bumn', 'tombol', 'kembali', 'tidak', 'jelas', 'malah', 'kembali', 'ke', 'home', 'dan', 'harus', 'login', 'ulang', 'bayangkan', 'jika', 'anda', 'sedang', 'mengisi', 'data', 'lalu', 'anda', 'kembali', 'ke', 'home', 'apa', 'gak', 'naik', 'tensi', 'sudah', 'upload', 'stnk', 'berulang', 'ulang', 'kali', 'namun', 'data', 'di', 'tolak', 'dengan', 'alasan', 'stnk', 'tidak', 'dapat', 'terbaca', 'alasan', 'bodoh', 'macam', 'apa', 'itu', 'anda', 'sendiri', 'yg', 'membatasi', 'besaran', 'data', 'mb', 'lalu', 'bagaimana', 'bisa', 'terbaca', 'dengan', 'jelas', 'sedangkan', 'klo', 'ambil', 'foto', 'dari', 'kamera', 'sendiri', 'dan', 'upload', 'file', 'besarannya', 'mb', 'bodoh']	['aplikasi', 'buruk', 'untuk', 'sekelas', 'bumn', 'tombol', 'kembali', 'tidak', 'jelas', 'malah', 'kembali', 'ke', 'home', 'dan', 'harus', 'login', 'ulang', 'bayangkan', 'jika', 'anda', 'sedang', 'mengisi', 'data', 'lalu', 'anda', 'kembali', 'ke', 'home', 'apa', 'enggak', 'naik', 'tensi', 'sudah', 'unggah', 'stnk', 'berulang', 'ulang', 'kali', 'namun', 'data', 'di', 'tolak', 'dengan', 'alasan', 'stnk', 'tidak', 'dapat', 'terbaca', 'alasan', 'bodoh', 'macam', 'apa', 'itu', 'anda', 'sendiri', 'yang', 'membatasi', 'besaran', 'data', 'mbak', 'lalu', 'bagaimana', 'bisa', 'terbaca', 'dengan', 'jelas', 'sedangkan', 'kalau', 'ambil', 'foto', 'dari', 'kamera', 'sendiri', 'dan', 'unggah', 'file', 'besarannya', 'mbak', 'bodoh']	['aplikasi', 'buruk', 'sekelas', 'bumn', 'tombol', 'home', 'login', 'ulang', 'bayangkan', 'mengisi', 'data', 'home', 'tensi', 'unggah', 'stnk', 'berulang', 'ulang', 'kali', 'data', 'tolak', 'alasan', 'stnk', 'terbaca', 'alasan', 'bodoh', 'membatasi', 'besaran', 'data', 'mbak', 'terbaca', 'ambil', 'foto', 'kamera', 'unggah', 'file', 'besarannya', 'mbak', 'bodoh']	['aplikasi', 'buruk', 'kelas', 'bumn', 'tombol', 'home', 'login', 'ulang', 'bayang', 'isi', 'data', 'home', 'tensi', 'unggah', 'stnk', 'ulang', 'ulang', 'kali', 'data', 'tolak', 'alas', 'stnk', 'baca', 'alas', 'bodoh', 'batas', 'besar', 'data', 'mbak', 'baca', 'ambil', 'foto', 'kamera', 'unggah', 'file', 'besar', 'mbak', 'bodoh']
Aplikasi buruk. Nyusahin aja. Mau beli aja ribet.	2	negatif	id	aplikasi buruk nyusahin aja mau beli aja ribet	['aplikasi', 'buruk', 'nyusahin', 'aja', 'mau', 'beli', 'aja', 'ribet']	['aplikasi', 'buruk', 'nyusahin', 'saja', 'mau', 'beli', 'saja', 'ribet']	['aplikasi', 'buruk', 'nyusahin', 'beli', 'ribet']	['aplikasi', 'buruk', 'nyusahin', 'beli', 'ribet']
Aplikasi cukup baik mudah dimengerti cuma pasword lupa cara reset.bagaimana	4	positif	id	aplikasi cukup baik mudah dimengerti cuma pasword lupa cara resetbagaimana	['aplikasi', 'cukup', 'baik', 'mudah', 'dimengerti', 'cuma', 'pasword', 'lupa', 'cara', 'resetbagaimana']	['aplikasi', 'cukup', 'baik', 'mudah', 'dimengerti', 'cuma', 'pasword', 'lupa', 'cara', 'resetbagaimana']	['aplikasi', 'mudah', 'dimengerti', 'pasword', 'lupa', 'resetbagaimana']	['aplikasi', 'mudah', 'erti', 'pasword', 'lupa', 'resetbagaimana']
Aplikasi cukup membantu	5	positif	id	aplikasi cukup membantu	['aplikasi', 'cukup', 'membantu']	['aplikasi', 'cukup', 'membantu']	['aplikasi', 'membantu']	['aplikasi', 'bantu']
Aplikasi ga guna mempersulit hidup TOLOL	2	negatif	id	aplikasi ga guna mempersulit hidup tolol	['aplikasi', 'ga', 'guna', 'mempersulit', 'hidup', 'tolol']	['aplikasi', 'enggak', 'guna', 'mempersulit', 'hidup', 'tolol']	['aplikasi', 'mempersulit', 'hidup', 'tolol']	['aplikasi', 'sulit', 'hidup', 'tolol']
Aplikasi ga jelas selalu bolak balik faftar ðŸ‘Ž	2	negatif	id	aplikasi ga jelas selalu bolak balik faftar 	['aplikasi', 'ga', 'jelas', 'selalu', 'bolak', 'balik', 'faftar', '']	['aplikasi', 'enggak', 'jelas', 'selalu', 'bolak', 'balik', 'daftar', '']	['aplikasi', 'bolak', 'daftar', '']	['aplikasi', 'bolak', 'daftar', '']
"Aplikasi ga jelas, Pas mau daftar bilangnya no sudah terdaftar padahal baru download, akhirnya reset pin, setelah reset PIN mau masuk, ternyata harus verifikasi no telp lewat otp, pas mau verifikasi otpnya salah terus, padahal sudah memasukan dengan benar sampai coba 5 kali masih salah juga. ""Kalau bisa ribet kenapa dipermudah"", #eehhhhkebalik"	1	negatif	id	aplikasi ga jelas pas mau daftar bilangnya no sudah terdaftar padahal baru download akhirnya reset pin setelah reset pin mau masuk ternyata harus verifikasi no telp lewat otp pas mau verifikasi otpnya salah terus padahal sudah memasukan dengan benar sampai coba kali masih salah juga kalau bisa ribet kenapa dipermudah eehhhhkebalik	['aplikasi', 'ga', 'jelas', 'pas', 'mau', 'daftar', 'bilangnya', 'no', 'sudah', 'terdaftar', 'padahal', 'baru', 'download', 'akhirnya', 'reset', 'pin', 'setelah', 'reset', 'pin', 'mau', 'masuk', 'ternyata', 'harus', 'verifikasi', 'no', 'telp', 'lewat', 'otp', 'pas', 'mau', 'verifikasi', 'otpnya', 'salah', 'terus', 'padahal', 'sudah', 'memasukan', 'dengan', 'benar', 'sampai', 'coba', 'kali', 'masih', 'salah', 'juga', 'kalau', 'bisa', 'ribet', 'kenapa', 'dipermudah', 'eehhhhkebalik']	['aplikasi', 'enggak', 'jelas', 'pas', 'mau', 'daftar', 'bilangnya', 'no', 'sudah', 'terdaftar', 'padahal', 'baru', 'download', 'akhirnya', 'reset', 'pin', 'setelah', 'reset', 'pin', 'mau', 'masuk', 'ternyata', 'harus', 'verifikasi', 'no', 'telp', 'lewat', 'otp', 'pas', 'mau', 'verifikasi', 'otpnya', 'salah', 'terus', 'padahal', 'sudah', 'memasukan', 'dengan', 'benar', 'sampai', 'coba', 'kali', 'masih', 'salah', 'juga', 'kalau', 'bisa', 'ribet', 'kenapa', 'dipermudah', 'eehhhhkebalik']	['aplikasi', 'daftar', 'bilangnya', 'terdaftar', 'download', 'reset', 'reset', 'masuk', 'verifikasi', 'telp', 'otp', 'verifikasi', 'otpnya', 'salah', 'memasukan', 'coba', 'kali', 'salah', 'ribet', 'dipermudah', 'eehhhhkebalik']	['aplikasi', 'daftar', 'bilang', 'daftar', 'download', 'reset', 'reset', 'masuk', 'verifikasi', 'telp', 'otp', 'verifikasi', 'otpnya', 'salah', 'pasu', 'coba', 'kali', 'salah', 'ribet', 'mudah', 'eehhhhkebalik']
Aplikasi gak efektif	2	negatif	id	aplikasi gak efektif	['aplikasi', 'gak', 'efektif']	['aplikasi', 'enggak', 'efektif']	['aplikasi', 'efektif']	['aplikasi', 'efektif']
Aplikasi gak guna. Klo sistemnya blm siap ya gak usah diluncurkan dulu. Masa saya mau mendaftar upload foto dibilangnya file kebesaran mulu, padahal sudah diset dengan kualitas kamera paling rendah supaya filenya rendah. Tolong jumlah size uploadnya di tingkatkan ya	1	negatif	id	aplikasi gak guna klo sistemnya blm siap ya gak usah diluncurkan dulu masa saya mau mendaftar upload foto dibilangnya file kebesaran mulu padahal sudah diset dengan kualitas kamera paling rendah supaya filenya rendah tolong jumlah size uploadnya di tingkatkan ya	['aplikasi', 'gak', 'guna', 'klo', 'sistemnya', 'blm', 'siap', 'ya', 'gak', 'usah', 'diluncurkan', 'dulu', 'masa', 'saya', 'mau', 'mendaftar', 'upload', 'foto', 'dibilangnya', 'file', 'kebesaran', 'mulu', 'padahal', 'sudah', 'diset', 'dengan', 'kualitas', 'kamera', 'paling', 'rendah', 'supaya', 'filenya', 'rendah', 'tolong', 'jumlah', 'size', 'uploadnya', 'di', 'tingkatkan', 'ya']	['aplikasi', 'enggak', 'guna', 'kalau', 'sistemnya', 'belum', 'siap', 'ya', 'enggak', 'usah', 'diluncurkan', 'dulu', 'masa', 'saya', 'mau', 'mendaftar', 'unggah', 'foto', 'dibilangnya', 'file', 'kebesaran', 'mulu', 'padahal', 'sudah', 'diset', 'dengan', 'kualitas', 'kamera', 'paling', 'rendah', 'supaya', 'filenya', 'rendah', 'tolong', 'jumlah', 'size', 'uploadnya', 'di', 'tingkatkan', 'ya']	['aplikasi', 'sistemnya', 'diluncurkan', 'mendaftar', 'unggah', 'foto', 'dibilangnya', 'file', 'kebesaran', 'mulu', 'diset', 'kualitas', 'kamera', 'rendah', 'filenya', 'rendah', 'tolong', 'size', 'uploadnya', 'tingkatkan']	['aplikasi', 'sistem', 'luncur', 'daftar', 'unggah', 'foto', 'bilang', 'file', 'besar', 'mulu', 'set', 'kualitas', 'kamera', 'rendah', 'filenya', 'rendah', 'tolong', 'size', 'uploadnya', 'tingkat']
Aplikasi gak jelas	1	negatif	id	aplikasi gak jelas	['aplikasi', 'gak', 'jelas']	['aplikasi', 'enggak', 'jelas']	['aplikasi']	['aplikasi']
Aplikasi gak jelas	1	negatif	id	aplikasi gak jelas	['aplikasi', 'gak', 'jelas']	['aplikasi', 'enggak', 'jelas']	['aplikasi']	['aplikasi']
Aplikasi gak jelas	1	negatif	id	aplikasi gak jelas	['aplikasi', 'gak', 'jelas']	['aplikasi', 'enggak', 'jelas']	['aplikasi']	['aplikasi']
Aplikasi gak jelas	1	negatif	id	aplikasi gak jelas	['aplikasi', 'gak', 'jelas']	['aplikasi', 'enggak', 'jelas']	['aplikasi']	['aplikasi']
Aplikasi gak jelas	1	negatif	id	aplikasi gak jelas	['aplikasi', 'gak', 'jelas']	['aplikasi', 'enggak', 'jelas']	['aplikasi']	['aplikasi']
Aplikasi gak jelas	1	negatif	id	aplikasi gak jelas	['aplikasi', 'gak', 'jelas']	['aplikasi', 'enggak', 'jelas']	['aplikasi']	['aplikasi']
Aplikasi gak jelas	1	negatif	id	aplikasi gak jelas	['aplikasi', 'gak', 'jelas']	['aplikasi', 'enggak', 'jelas']	['aplikasi']	['aplikasi']
Aplikasi gak jelas bgst	1	negatif	id	aplikasi gak jelas bgst	['aplikasi', 'gak', 'jelas', 'bgst']	['aplikasi', 'enggak', 'jelas', 'bgst']	['aplikasi', 'bgst']	['aplikasi', 'bgst']
Aplikasi ini akan sangat membantu jika menyertakan harga BBM disetiap wilayah	4	positif	id	aplikasi ini akan sangat membantu jika menyertakan harga bbm disetiap wilayah	['aplikasi', 'ini', 'akan', 'sangat', 'membantu', 'jika', 'menyertakan', 'harga', 'bbm', 'disetiap', 'wilayah']	['aplikasi', 'ini', 'akan', 'sangat', 'membantu', 'jika', 'menyertakan', 'harga', 'bbm', 'disetiap', 'wilayah']	['aplikasi', 'membantu', 'menyertakan', 'harga', 'bbm', 'disetiap', 'wilayah']	['aplikasi', 'bantu', 'serta', 'harga', 'bbm', 'tiap', 'wilayah']
Aplikasi ini mempermudah dalam sistem pembayaran...maju terus..	4	positif	id	aplikasi ini mempermudah dalam sistem pembayaranmaju terus	['aplikasi', 'ini', 'mempermudah', 'dalam', 'sistem', 'pembayaranmaju', 'terus']	['aplikasi', 'ini', 'mempermudah', 'dalam', 'sistem', 'pembayaranmaju', 'terus']	['aplikasi', 'mempermudah', 'sistem', 'pembayaranmaju']	['aplikasi', 'mudah', 'sistem', 'pembayaranmaju']
Aplikasi ini memudahkan kita untuk melakukan pembayaran via cashless. Tinggal scan bisa langsung bayar. Lebih cepat juga antriannya. Biasanya kalo bayar pake cash tu lama banget mbak mbaknya cari kembalian. Kalo pake aplikasi kan satset selesai. Pokoknya baguslah aplikasinya gampang juga penggunaannya	5	positif	id	aplikasi ini memudahkan kita untuk melakukan pembayaran via cashless tinggal scan bisa langsung bayar lebih cepat juga antriannya biasanya kalo bayar pake cash tu lama banget mbak mbaknya cari kembalian kalo pake aplikasi kan satset selesai pokoknya baguslah aplikasinya gampang juga penggunaannya	['aplikasi', 'ini', 'memudahkan', 'kita', 'untuk', 'melakukan', 'pembayaran', 'via', 'cashless', 'tinggal', 'scan', 'bisa', 'langsung', 'bayar', 'lebih', 'cepat', 'juga', 'antriannya', 'biasanya', 'kalo', 'bayar', 'pake', 'cash', 'tu', 'lama', 'banget', 'mbak', 'mbaknya', 'cari', 'kembalian', 'kalo', 'pake', 'aplikasi', 'kan', 'satset', 'selesai', 'pokoknya', 'baguslah', 'aplikasinya', 'gampang', 'juga', 'penggunaannya']	['aplikasi', 'ini', 'memudahkan', 'kita', 'untuk', 'melakukan', 'pembayaran', 'via', 'cashless', 'tinggal', 'scan', 'bisa', 'langsung', 'bayar', 'lebih', 'cepat', 'juga', 'antriannya', 'biasanya', 'kalo', 'bayar', 'pakai', 'cash', 'itu', 'lama', 'banget', 'mbak', 'mbaknya', 'cari', 'kembalian', 'kalo', 'pakai', 'aplikasi', 'kan', 'satset', 'selesai', 'pokoknya', 'baguslah', 'aplikasinya', 'gampang', 'juga', 'penggunaannya']	['aplikasi', 'memudahkan', 'pembayaran', 'via', 'cashless', 'tinggal', 'scan', 'langsung', 'bayar', 'cepat', 'antriannya', 'bayar', 'pakai', 'cash', 'banget', 'mbak', 'mbaknya', 'cari', 'kembalian', 'pakai', 'aplikasi', 'satset', 'selesai', 'pokoknya', 'baguslah', 'aplikasinya', 'gampang', 'penggunaannya']	['aplikasi', 'mudah', 'bayar', 'via', 'cashless', 'tinggal', 'scan', 'langsung', 'bayar', 'cepat', 'antri', 'bayar', 'pakai', 'cash', 'banget', 'mbak', 'mbak', 'cari', 'kembali', 'pakai', 'aplikasi', 'satset', 'selesai', 'pokok', 'bagus', 'aplikasi', 'gampang', 'guna']
